id,handle,sku,name,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,supplier_name,active,inventory_Basement,inventory_Garage,inventory_JFK,inventory_Mt_Auburn,inventory_Quality_Graphics
06e08a30-ee3d-11e7-ec24-58094e37380b,HarvardHarborHoodie,11103,"The ""Leo"" Hoodie",Size,M,,,,,Quality,1,4,2,0,2,0
06e08a30-ee3d-11e7-ec24-58094e8595f4,HarvardHarborHoodie,11104,"The ""Leo"" Hoodie",Size,L,,,,,Quality,1,6,2,0,4,0
06e08a30-ee3d-11e7-ec24-58094ed14e32,HarvardHarborHoodie,11105,"The ""Leo"" Hoodie",Size,XL,,,,,Quality,1,6,-2,-2,1,0
06e08a30-ee3d-11e7-ec24-5c077add3a81,HarvardPremiumHood,11109,Harvard Premium Hood,Color,Navy,Size,XS,,,Ouray,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-5c077b39277e,HarvardPremiumHood,11110,Harvard Premium Hood,Color,Navy,Size,S,,,Ouray,1,0,1,1,2,0
06e08a30-ee3d-11e7-ec24-5c077b957c6a,HarvardPremiumHood,11111,Harvard Premium Hood,Color,Navy,Size,M,,,Ouray,1,0,-1,0,3,0
06e08a30-ee3d-11e7-ec24-5c077bedcd09,HarvardPremiumHood,11112,Harvard Premium Hood,Color,Navy,Size,L,,,Ouray,1,-2,0,4,1,0
06e08a30-ee3d-11e7-ec24-5c077c43fea9,HarvardPremiumHood,11113,Harvard Premium Hood,Color,Navy,Size,XL,,,Ouray,1,-1,0,0,0,0
06e08a30-ee3d-11e7-ec24-5c077c9bba6f,HarvardPremiumHood,11114,Harvard Premium Hood,Color,Oxford,Size,XS,,,Ouray,1,-8,1,3,-2,0
06e08a30-ee3d-11e7-ec24-5c077ceaacbc,HarvardPremiumHood,11115,Harvard Premium Hood,Color,Oxford,Size,S,,,Ouray,1,-1,0,1,2,0
06e08a30-ee3d-11e7-ec24-5c077d44e393,HarvardPremiumHood,11116,Harvard Premium Hood,Color,Oxford,Size,M,,,Ouray,1,2,1,0,1,0
06e08a30-ee3d-11e7-ec24-5c077da32e4b,HarvardPremiumHood,11117,Harvard Premium Hood,Color,Oxford,Size,L,,,Ouray,1,7,2,3,1,0
06e08a30-ee3d-11e7-ec24-5c077e010e43,HarvardPremiumHood,11118,Harvard Premium Hood,Color,Oxford,Size,XL,,,Ouray,1,10,2,2,4,0
06e08a30-ee3d-11e7-ec24-5c077e563278,HarvardPremiumHood,11119,Harvard Premium Hood,Color,Charcoal,Size,XS,,,Ouray,1,2,2,3,0,0
06e08a30-ee3d-11e7-ec24-5c077eafcdf3,HarvardPremiumHood,11120,Harvard Premium Hood,Color,Charcoal,Size,S,,,Ouray,1,-1,0,0,2,0
06e08a30-ee3d-11e7-ec24-5c077f0371f3,HarvardPremiumHood,11121,Harvard Premium Hood,Color,Charcoal,Size,M,,,Ouray,1,-2,0,0,2,0
06e08a30-ee3d-11e7-ec24-5c077f50b5d8,HarvardPremiumHood,11122,Harvard Premium Hood,Color,Charcoal,Size,L,,,Ouray,1,6,3,3,0,0
06e08a30-ee3d-11e7-ec24-5c077fa175a0,HarvardPremiumHood,11123,Harvard Premium Hood,Color,Charcoal,Size,XL,,,Ouray,1,0,0,1,1,0
06e08a30-ee3d-11e7-ec24-5c0816ca76a4,HarvardPremiumQuarterZip,11124,Harvard Premium Quarter Zip,Color,Navy,Size,XS,,,Ouray,1,11,-1,2,2,0
06e08a30-ee3d-11e7-ec24-5c081716255a,HarvardPremiumQuarterZip,11125,Harvard Premium Quarter Zip,Color,Navy,Size,S,,,Ouray,1,4,5,2,8,0
06e08a30-ee3d-11e7-ec24-5c0817614c6c,HarvardPremiumQuarterZip,11126,Harvard Premium Quarter Zip,Color,Navy,Size,M,,,Ouray,1,15,3,2,2,0
06e08a30-ee3d-11e7-ec24-5c0817bb00be,HarvardPremiumQuarterZip,11127,Harvard Premium Quarter Zip,Color,Navy,Size,L,,,Ouray,1,20,2,2,4,0
06e08a30-ee3d-11e7-ec24-5c08181b20ee,HarvardPremiumQuarterZip,11128,Harvard Premium Quarter Zip,Color,Navy,Size,XL,,,Ouray,1,2,1,2,2,0
06e08a30-ee3d-11e7-ec24-5c081871225b,HarvardPremiumQuarterZip,11129,Harvard Premium Quarter Zip,Color,Crimson,Size,XS,,,Ouray,1,10,1,2,4,0
06e08a30-ee3d-11e7-ec24-5c0818c4123c,HarvardPremiumQuarterZip,11130,Harvard Premium Quarter Zip,Color,Crimson,Size,S,,,Ouray,1,14,2,1,3,0
06e08a30-ee3d-11e7-ec24-5c081910e41d,HarvardPremiumQuarterZip,11131,Harvard Premium Quarter Zip,Color,Crimson,Size,M,,,Ouray,1,20,2,2,5,0
06e08a30-ee3d-11e7-ec24-5c081960171e,HarvardPremiumQuarterZip,11132,Harvard Premium Quarter Zip,Color,Crimson,Size,L,,,Ouray,1,17,1,3,2,0
06e08a30-ee3d-11e7-ec24-5c0819b321a4,HarvardPremiumQuarterZip,11133,Harvard Premium Quarter Zip,Color,Crimson,Size,XL,,,Ouray,1,1,2,2,2,0
06e08a30-ee3d-11e7-ec24-5da80b4631d0,SEASVineyardVinesTie,11138,SEAS Vineyard Vines Tie,Color,Crimson,,,,,Vineyard Vines,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-5da80ba007d5,SEASVineyardVinesTie,11139,SEAS Vineyard Vines Tie,Color,Blue,,,,,Vineyard Vines,1,47,0,0,3,0
06e08a30-ee3d-11e7-ec24-65835cbe6553,SATBooklet,11141,SAT Booklet,,,,,,,,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-6beaa53c6a74,ToddlerVarsityJacket,11142,Toddler Varsity Jacket,Size,0-3M,,,,,Creative Knitwear,1,11,1,2,0,0
06e08a30-ee3d-11e7-ec24-6beaa59ba695,ToddlerVarsityJacket,11143,Toddler Varsity Jacket,Size,3-6M,,,,,Creative Knitwear,1,13,2,1,-1,0
06e08a30-ee3d-11e7-ec24-6beaa5ef42ae,ToddlerVarsityJacket,11144,Toddler Varsity Jacket,Size,6-9M,,,,,Creative Knitwear,1,9,1,1,4,0
06e08a30-ee3d-11e7-ec24-6beaa641c505,ToddlerVarsityJacket,11145,Toddler Varsity Jacket,Size,12M,,,,,Creative Knitwear,1,5,1,2,0,0
06e08a30-ee3d-11e7-ec24-6beaa6909eb7,ToddlerVarsityJacket,11146,Toddler Varsity Jacket,Size,18M,,,,,Creative Knitwear,1,7,1,1,0,0
06e08a30-ee3d-11e7-ec24-6beaa6e0c847,ToddlerVarsityJacket,11147,Toddler Varsity Jacket,Size,24M,,,,,Creative Knitwear,1,17,0,2,1,0
06e08a30-ee3d-11e7-ec24-6beaa731d904,ToddlerVarsityJacket,11148,Toddler Varsity Jacket,Size,2T,,,,,Creative Knitwear,1,20,2,0,1,0
06e08a30-ee3d-11e7-ec24-6beaa783a279,ToddlerVarsityJacket,11149,Toddler Varsity Jacket,Size,3T,,,,,Creative Knitwear,1,19,-2,0,2,0
06e08a30-ee3d-11e7-ec24-6beaa7ce64b8,ToddlerVarsityJacket,11150,Toddler Varsity Jacket,Size,4T,,,,,Creative Knitwear,1,16,-2,0,1,0
06e08a30-ee3d-11e7-ec24-6ce7b4f10568,4,4,USPS Retail Ground,,,,,,,Freight,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-6cf9bef6ed02,2,2,USPS Priority Mail International,,,,,,,Freight,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-6e4c79ec8c46,LeatherCrestMiniPadfolio,11151,Leather Crest Mini Padfolio,Color,Crimson,,,,,LXG,1,72,4,7,8,0
06e08a30-ee3d-11e7-ec24-6e577ed6dfa5,MITCrestMug,10108,MIT Crest Mug,Color,Black,,,,,FREEDOM,1,15,0,0,0,0
06e08a30-ee3d-11e7-ec24-71829d2e1d65,FeltHHat,11154,Felt H Hat,Color,Black,,,,,Quality,1,67,1,6,1,288
06e08a30-ee3d-11e7-ec24-71829d8770c4,FeltHHat,11155,Felt H Hat,Color,Navy,,,,,Quality,1,101,25,-1,2,144
06e08a30-ee3d-11e7-ec24-7182d59eb2da,VarsityScriptHat,11156,Varsity Script Hat,Color,White,,,,,Quality,1,104,24,19,17,288
06e08a30-ee3d-11e7-ec24-7182d5ed1c12,VarsityScriptHat,11157,Varsity Script Hat,Color,Navy,,,,,Quality,1,70,20,5,27,288
06e08a30-ee3d-11e7-ec24-7182f41fa171,HarvardGolfHat,11158,Harvard Golf Hat,Color,White,,,,,Quality,1,39,9,6,8,288
06e08a30-ee3d-11e7-ec24-718320254b31,1636ShieldHat,11159,1636 Shield Hat,Color,Black,,,,,Quality,1,22,17,10,21,432
06e08a30-ee3d-11e7-ec24-71833e8b521c,HarvardHBrimHat,11160,Harvard H Brim Hat,Color,Crimson,,,,,Quality,1,214,11,10,1,0
06e08a30-ee3d-11e7-ec24-72d933921dc2,HarvardFootballT-shirt,11161,Harvard Football T-shirt,Size,S,,,,,,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-73c6e70c9b9e,HarvardLaxPinnie,10435,Harvard Lax Pinnie,,,,,,,,1,-7,0,-1,0,0
06e08a30-ee3d-11e7-ec24-78468f68dbaf,LadiesPJShorts,11168,Ladies PJ Shorts,Color,Oxford,Pattern,Striped,Size,S,Concepts Sport,1,0,1,0,0,0
06e08a30-ee3d-11e7-ec24-78468fbd9194,LadiesPJShorts,11169,Ladies PJ Shorts,Color,Oxford,Pattern,Striped,Size,M,Concepts Sport,1,-1,-2,0,0,0
06e08a30-ee3d-11e7-ec24-7846901325d1,LadiesPJShorts,11170,Ladies PJ Shorts,Color,Oxford,Pattern,Striped,Size,L,Concepts Sport,1,-2,4,0,0,0
06e08a30-ee3d-11e7-ec24-784690653d90,LadiesPJShorts,11171,Ladies PJ Shorts,Color,Oxford,Pattern,Striped,Size,XL,Concepts Sport,1,-1,2,-1,0,0
06e08a30-ee3d-11e7-ec24-78c76ee88f9e,HarvardCabanaUmbrella,11172,Harvard Cabana Umbrella,Color,Crimson,Pattern,Striped,,,STORMDUDS,1,30,7,9,3,0
06e08a30-ee3d-11e7-ec24-7931dde4ae8b,HarvardCrestPin,11173,Harvard Crest Pin,Color,Crimson,,,,,Pin Badge Maker Company,1,1299,-35,-21,-34,0
06e08a30-ee3d-11e7-ec24-81e023ec3543,HarvardAdjustableStadiumSeatCushion,810001HARV-001,Harvard Adjustable Stadium Seat Cushion,Design,"""H""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e02444e70a,HarvardAdjustableStadiumSeatCushion,810001HARV-003,Harvard Adjustable Stadium Seat Cushion,Design,"""HARVARD""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e02489d9c0,HarvardAdjustableStadiumSeatCushion,810001HARV-002,Harvard Adjustable Stadium Seat Cushion,Design,"""CRIMSON""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e0a443f2b6,HarvardTailgatingChair,810020HARV-001,Harvard Tailgating Chair,Design,"""H""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e0a48c441a,HarvardTailgatingChair,810020HARV-002,Harvard Tailgating Chair,Design,"""CRIMSON""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e0a4d7361a,HarvardTailgatingChair,810020HARV-003,Harvard Tailgating Chair,Design,"""HARVARD""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e1be0d4710,HarvardTailgateFeatherFlag,810028HARV-001,Harvard Tailgate Feather Flag,Design,"""HARVARD"" & Crest",Model,Spike Base,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e1be787ee7,HarvardTailgateFeatherFlag,810028HARV-002,Harvard Tailgate Feather Flag,Design,"""Crimson""",Model,Spike Base,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e1bec8f206,HarvardTailgateFeatherFlag,810028HARV-003,Harvard Tailgate Feather Flag,Design,Athletic Shield,Model,Spike Base,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e1bf3ff382,HarvardTailgateFeatherFlag,810029HARV-001,Harvard Tailgate Feather Flag,Design,"""HARVARD"" & Crest",Model,Cross Base,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e1bf8b236e,HarvardTailgateFeatherFlag,810029HARV-002,Harvard Tailgate Feather Flag,Design,"""Crimson""",Model,Cross Base,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e1bfd5d923,HarvardTailgateFeatherFlag,810029HARV-003,Harvard Tailgate Feather Flag,Design,Athletic Shield,Model,Cross Base,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e1ef477f75,HarvardFlag,810002HARV-001,Harvard Flag,Design,Harvard Crest,Model,2'x3',,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e27ca990d8,HarvardFlag,810002HARV-002,Harvard Flag,Design,Athletic Shield,Model,2'x3',,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e28c5ef7fa,HarvardFlag,810002HARV-003,Harvard Flag,Design,"""H""",Model,2'x3',,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e2a0a3b664,HarvardFlag,810003HARV-001,Harvard Flag,Design,Harvard Crest,Model,3'x5',,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e2c9c43aa4,HarvardFlag,810003HARV-002,Harvard Flag,Design,Athletic Shield,Model,3'x5',,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e2f5ccb4a2,HarvardFlag,810003HARV-003,Harvard Flag,Design,"""H""",Model,3'x5',,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e41735a78e,HarvardVinylBanner,810022HARV-001,Harvard Vinyl Banner,Design,"""HARVARD""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e4178a642c,HarvardVinylBanner,810022HARV-002,Harvard Vinyl Banner,Design,"""Crimson""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e417db1fbf,HarvardVinylBanner,810022HARV-003,Harvard Vinyl Banner,Design,"""H""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e4c9dc9df3,HarvardCoolerTable,10024HARV-001,Harvard Cooler Table,Design,Athletic Shield,,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e4ca2b99fc,HarvardCoolerTable,810024HARV-002,Harvard Cooler Table,Design,"""Harvard""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e4ca7f8d7f,HarvardCoolerTable,810024HARV-003,Harvard Cooler Table,Design,Harvard Crest,,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e52b886d29,HarvardTableCover,810026HARV-001,Harvard Table Cover,Design,Athletic Shield,,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e52bd87889,HarvardTableCover,810026HARV-002,Harvard Table Cover,Design,"""H""",,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-81e52c2706ae,HarvardTableCover,810026HARV-003,Harvard Table Cover,Design,Harvard Crest,,,,,Victory Corps,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-8678fa975534,HarvardSilkStripedTie,11179,Harvard Silk Striped Tie,Color,Crimson,,,,,Smart Turnout,1,0,0,0,0,0
06e08a30-ee3d-11e7-ec24-867939d1457f,HarvardSilkStripedBowTie,11180,Harvard Silk Striped Bow Tie,Color,Crimson,,,,,Smart Turnout,1,1,0,0,4,0
06e08a30-ee3d-11e7-ec24-8679621f9f7e,HarvardStripedSocks,11181,Harvard Striped Socks,Color,Crimson,,,,,Smart Turnout,1,0,1,0,0,0
06e08a30-ee3d-11e7-ec24-86798465950e,HarvardHeritageScarf,11182,Harvard Heritage Scarf,Color,Crimson,,,,,Smart Turnout,1,3,0,0,0,0
06e08a30-ee3d-11e7-ec24-89ab25fc4977,HarvardLadiesRelaxedLongSleeve,11184,Harvard Ladies Relaxed Long Sleeve,Color,Crimson,Size,S,,,Quality,1,32,0,3,1,0
06e08a30-ee3d-11e7-ec24-89ab266911ef,HarvardLadiesRelaxedLongSleeve,11185,Harvard Ladies Relaxed Long Sleeve,Color,Navy,Size,S,,,Quality,1,27,1,2,2,0
06e08a30-ee3d-11e7-ec24-89ab26d8de8c,HarvardLadiesRelaxedLongSleeve,11186,Harvard Ladies Relaxed Long Sleeve,Color,Crimson,Size,M,,,Quality,1,28,4,3,2,0
06e08a30-ee3d-11e7-ec24-89ab2736f6ca,HarvardLadiesRelaxedLongSleeve,11187,Harvard Ladies Relaxed Long Sleeve,Color,Navy,Size,M,,,Quality,1,17,2,2,3,0
06e08a30-ee3d-11e7-ec24-89ab279f5d1d,HarvardLadiesRelaxedLongSleeve,11188,Harvard Ladies Relaxed Long Sleeve,Color,Crimson,Size,L,,,Quality,1,12,2,2,1,0
06e08a30-ee3d-11e7-ec24-89ab281059a8,HarvardLadiesRelaxedLongSleeve,11189,Harvard Ladies Relaxed Long Sleeve,Color,Navy,Size,L,,,Quality,1,11,3,2,1,0
06e08a30-ee3d-11e7-ec24-89ab2869e823,HarvardLadiesRelaxedLongSleeve,11190,Harvard Ladies Relaxed Long Sleeve,Color,Crimson,Size,XL,,,Quality,1,5,2,2,2,0
06e08a30-ee3d-11e7-ec24-89ab28b74b75,HarvardLadiesRelaxedLongSleeve,11191,Harvard Ladies Relaxed Long Sleeve,Color,Navy,Size,XL,,,Quality,1,0,2,3,2,0
06e08a30-ee3d-11e7-ec24-89c2751824fd,HarvardChillStickWaterBottle,10823,Harvard Chill Stick Water Bottle,Color,Crimson,,,,,Quality,1,19,-1,7,-4,0
06e08a30-ee3d-11e7-ec24-89c2d88f25f1,HarvardCrestShotGlass,11198,Harvard Crest Shot Glass,Color,Crimson,,,,,Quality,1,0,1,1,-1,144
06e08a30-ee3d-11e7-ec24-89dd70a85fb6,HarvardCrestCordialShooter,11201,Harvard Crest Cordial Shooter,,,,,,,Quality,1,0,1,1,0,144
06e08a30-ee3d-11e7-ec24-8d862539c76a,HarvardToddlerJeans,11202,Harvard Toddler Jeans,Size,0-3M,,,,,Creative Knitwear,1,9,2,0,0,0
06e08a30-ee3d-11e7-ec24-8d8625b16c62,HarvardToddlerJeans,11203,Harvard Toddler Jeans,Size,3-6M,,,,,Creative Knitwear,1,2,2,0,2,0
06e08a30-ee3d-11e7-ec24-8d86260e19c9,HarvardToddlerJeans,11204,Harvard Toddler Jeans,Size,6-9M,,,,,Creative Knitwear,1,5,4,0,0,0
06e08a30-ee3d-11e7-ec24-8d862670b00e,HarvardToddlerJeans,11205,Harvard Toddler Jeans,Size,12M,,,,,Creative Knitwear,1,5,3,0,2,0
06e08a30-ee3d-11e7-ec24-8d8626dc1505,HarvardToddlerJeans,11206,Harvard Toddler Jeans,Size,24M,,,,,Creative Knitwear,1,5,2,0,0,0
06e08a30-ee3d-11e7-ec24-8d8627364e9e,HarvardToddlerJeans,11207,Harvard Toddler Jeans,Size,2T,,,,,Creative Knitwear,1,2,5,0,0,0
06e08a30-ee3d-11e7-ec24-8d86278c67e6,HarvardToddlerJeans,11208,Harvard Toddler Jeans,Size,3T,,,,,Creative Knitwear,1,6,3,0,0,0
06e08a30-ee3d-11e7-ec24-8d86280d2463,HarvardToddlerJeans,11209,Harvard Toddler Jeans,Size,4T,,,,,Creative Knitwear,1,5,1,0,0,0
06e08a30-ee3d-11e7-ec24-8d865a6e0032,HarvardToddlerJeans,11210,Harvard Toddler Jeans,Size,18M,,,,,Creative Knitwear,1,7,2,0,0,0
06e08a30-ee3d-11e7-ec24-8f13ef467658,HarvardCrestCanvasToteBag,11212,Harvard Crest Canvas Tote Bag,Color,Crimson,,,,,Quality,1,3,3,-1,2,0
06e08a30-ee3d-11e7-f08c-35af89870c40,HatTeeCombo,11004,Hat & Tee Combo,Size,S,,,,,Ouray,1,68,0,10,13,0
06e08a30-ee3d-11e7-f08c-35af89d706a3,HatTeeCombo,11005,Hat & Tee Combo,Size,M,,,,,Ouray,1,37,0,5,12,0
06e08a30-ee3d-11e7-f08c-35af8a23107d,HatTeeCombo,11006,Hat & Tee Combo,Size,L,,,,,Ouray,1,7,0,10,6,0
06e08a30-ee3d-11e7-f08c-35af8a88266a,HatTeeCombo,11007,Hat & Tee Combo,Size,XL,,,,,Ouray,1,0,0,-3,2,0
0b1b8ed8-6c44-11e2-b1f5-4040782fde00,HarvardBachelorFrame,4031,Harvard Bachelor Frame,,,,,,,University Frames,1,0,0,30,0,0
14c49cac-6c39-11e2-b1f5-4040782fde00,BostonPostcard,619,Boston Postcard,,,,,,,Arts & Cards,1,-2,-4,-3,-8,0
14cd7bfa-6c35-11e2-b1f5-4040782fde00,appliquesweatshirt,274,Applique Sweatshirt,Size,XS,Color,Charcoal,,,Ouray,1,0,0,0,0,0
28d1ea65-6c35-11e2-b1f5-4040782fde00,appliquesweatshirt,270,Applique Sweatshirt,Size,S,Color,Charcoal,,,Ouray,1,0,0,0,0,0
39bae314-6c35-11e2-b1f5-4040782fde00,appliquesweatshirt,271,Applique Sweatshirt,Size,M,Color,Charcoal,,,Ouray,1,0,0,0,-2,0
6ac49bca-6c35-11e2-b1f5-4040782fde00,appliquesweatshirt,272,Applique Sweatshirt,Size,L,Color,Charcoal,,,Ouray,1,0,0,0,0,0
79bc64d7-6c35-11e2-b1f5-4040782fde00,appliquesweatshirt,273,Applique Sweatshirt,Size,XL,Color,Charcoal,,,Ouray,1,6,0,0,-1,0
8628835d-b292-11e2-a415-bc764e10976c,appliquesweatshirt,10041,Applique Sweatshirt,Size,XXL,Color,Charcoal,,,Ouray,1,-1,0,0,0,0
8d12cb7e-b292-11e2-a415-bc764e10976c,appliquesweatshirt,10042,Applique Sweatshirt,Size,XXL,Color,Crimson,,,Ouray,1,0,0,0,0,0
a2163f4a-b291-11e2-a415-bc764e10976c,appliquesweatshirt,10036,Applique Sweatshirt,Size,XS,Color,Crimson,,,Ouray,1,0,0,0,0,0
ada203f2-b291-11e2-a415-bc764e10976c,appliquesweatshirt,10037,Applique Sweatshirt,Size,S,Color,Crimson,,,Ouray,1,0,0,0,0,0
b22c7dde-b291-11e2-a415-bc764e10976c,appliquesweatshirt,10038,Applique Sweatshirt,Size,M,Color,Crimson,,,Ouray,1,0,0,-1,0,0
c978431f-b291-11e2-a415-bc764e10976c,appliquesweatshirt,10039,Applique Sweatshirt,Size,L,Color,Crimson,,,Ouray,1,0,0,0,-1,0
d1b6a38f-b291-11e2-a415-bc764e10976c,appliquesweatshirt,10040,Applique Sweatshirt,Size,XL,Color,Crimson,,,Ouray,1,19,0,0,-1,0
1d941c79-0f29-11e3-a415-bc764e10976c,HarvardPencil,10117,Harvard Pencil,Style,Single,Color,Crimson,,,Wincraft,1,125,41,23,23,0
248e038a-0f29-11e3-a415-bc764e10976c,HarvardPencil,10118,Harvard Pencil,Style,6pk Pencil Pack,Color,Crimson,,,Wincraft,1,8,16,3,5,0
1ed60860-cf9e-11e2-a415-bc764e10976c,LeatherHarvardPadfolio,10070,Leather Harvard Padfolio,Color,Black,,,,,Gemline,1,-34,2,-4,-1,0
2c3a8e02-6c43-11e2-b1f5-4040782fde00,GraduateSchoolofArtsandSciencesFrame,4645,Graduate School of Arts and Sciences Frame,,,,,,,University Frames,1,0,0,9,0,0
2e3d8f7e-9fe8-11e3-a0f5-b8ca3a64f8f4,giftcard,GiftCard2000,Online Gift Card,Amount,20,,,,,The Harvard Shop,1,0,0,0,0,0
2e627dd8-9fe8-11e3-a0f5-b8ca3a64f8f4,giftcard,GiftCard3000,Online Gift Card,Amount,30,,,,,The Harvard Shop,1,0,0,0,0,0
2e777f75-9fe8-11e3-a0f5-b8ca3a64f8f4,giftcard,GiftCard5000,Online Gift Card,Amount,50,,,,,The Harvard Shop,1,0,0,0,0,0
2fdd8854-6c3c-11e2-b1f5-4040782fde00,HCarDecal,2722,"""H"" Car Decal",Color,Crimson,,,,,Quality,1,500,1,1,0,0
36e7a881-258c-11e3-a415-bc764e10976c,Chairs,Chairs,Chairs,,,,,,,Freight,1,0,0,0,0,0
3711220b-ffdc-11e2-a415-bc764e10976c,TourHahvahdTrademarkTour,10115,Tour Hahvahd Trademark Tour,,,,,,,Trademark Tour,1,0,0,0,0,0
399378eb-867c-11e2-b1f5-4040782fde00,harvard-h-infant-onesie,3276,Harvard H Infant Onesie,Color,Crimson,Size,Newborn,,,Quality,1,0,0,1,-2,0
55b23bf3-867c-11e2-b1f5-4040782fde00,harvard-h-infant-onesie,3277,Harvard H Infant Onesie,Color,Crimson,Size,3-6M,,,Quality,1,0,0,-1,1,0
6118f77a-867c-11e2-b1f5-4040782fde00,harvard-h-infant-onesie,3278,Harvard H Infant Onesie,Color,Crimson,Size,9-12M,,,Quality,1,0,0,-3,4,0
6b0c40d7-867c-11e2-b1f5-4040782fde00,harvard-h-infant-onesie,3279,Harvard H Infant Onesie,Color,Crimson,Size,18M,,,Quality,1,0,-1,-1,1,0
790692c7-867c-11e2-b1f5-4040782fde00,harvard-h-infant-onesie,3280,Harvard H Infant Onesie,Color,Crimson,Size,24M,,,Quality,1,0,1,0,0,0
9531d5d6-ec0f-11e3-a0f5-b8ca3a64f8f4,harvard-h-infant-onesie,10308,Harvard H Infant Onesie,Color,Blue,Size,Newborn,,,Quality,1,184,2,4,3,0
97b839f4-ec0f-11e3-a0f5-b8ca3a64f8f4,harvard-h-infant-onesie,10309,Harvard H Infant Onesie,Color,Blue,Size,3-6M,,,Quality,1,41,3,7,4,0
a42ef42a-ec0f-11e3-a0f5-b8ca3a64f8f4,harvard-h-infant-onesie,10310,Harvard H Infant Onesie,Color,Blue,Size,9-12M,,,Quality,1,23,3,10,6,0
a8a011c0-ec0f-11e3-a0f5-b8ca3a64f8f4,harvard-h-infant-onesie,10311,Harvard H Infant Onesie,Color,Blue,Size,18M,,,Quality,1,12,5,5,3,0
ac583425-ec0f-11e3-a0f5-b8ca3a64f8f4,harvard-h-infant-onesie,10312,Harvard H Infant Onesie,Color,Blue,Size,24M,,,Quality,1,54,8,6,0,0
39e36af4-74ca-11e2-b1f5-4040782fde00,boston-rocker,BostonRockerWithoutPersona,Boston Rocker,Title,Without Personalization,Shield,Harvard Graduate School of Public Health,,,Standard Chair,1,0,0,0,0,0
3c472308-74ca-11e2-b1f5-4040782fde00,boston-rocker,BostonRockerWithPersonaliz,Boston Rocker,Title,With Personalization,Shield,Harvard Graduate School of Public Health,,,Standard Chair,1,0,0,0,0,0
3a273f87-f596-11e3-a0f5-b8ca3a64f8f4,HarvardCrestStripedTie,10329,Harvard Crest Striped Tie,Color,Crimson,Pattern,Striped,,,Global Neckwear,1,0,0,4,-5,0
3cc3aee6-a3b7-11e2-a415-bc764e10976c,SmartWater,6717,Smart Water 1L,,,,,,,Coke,1,0,0,0,0,0
3df463be-7978-11e2-b1f5-4040782fde00,harvard-business-school-t-shirt-large-shield,10087,Harvard Business School Shield T-Shirt,Size,S,Color,Crimson,,,Quality,1,-7,0,55,0,0
01e9d415-d43e-11e2-a415-bc764e10976c,harvard-business-school-t-shirt-large-shield,10084,Harvard Business School Shield T-Shirt,Size,L,Color,Gray,,,Quality,1,0,0,11,0,0
